whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,imageSize,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,headerZoom1.started,zoomSetupText1.started,joinAudio.started,instructContinue10.started,key_resp_26.started,key_resp_26.keys,key_resp_26.rt,zoomSetupText2.started,meetingControls.started,instructContinue11.started,key_resp_27.started,key_resp_27.keys,key_resp_27.rt,zoomSetupText3.started,microphoneImage.started,instructContinue12.started,key_resp_28.started,key_resp_28.keys,key_resp_28.rt,zoomSetupText4.started,recordToComp.started,instructContinue13.started,greenConfirmBar.started,key_resp_29.started,key_resp_29.keys,key_resp_29.rt,zoomSetupText5.started,hideControls.started,instructContinue14.started,key_resp_30.started,key_resp_30.keys,key_resp_30.rt,prac_blockText.started,prac_reminder_text.started,prac_reminder_keyResp.started,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,initFixation_img.started,ISI,bigFace.started,cover_background_2.started,prac_centerImg.started,prac_stim_keyResp.started,prac_centerImg.stopped,cover_background_2.stopped,bigFace.stopped,prac_stim_keyResp.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,accuracy,prac_blockFeed_text.started,prac_pressContinue.started,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,id,date,expName,psychopyVersion,frameRate,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AM-230-150-N.jpg,"[0.035, 0.035]",0,0,0,0,0,17,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6152304609218437,127.02481490001082,127.02481490001082,127.02481490001082,127.02481490001082,127.23517519980669,127.38489530049264,130.84499370027333,130.84499370027333,['k'],[0.46205340046435595],0,,,,,,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-MF-330-001-N.jpg,"[0.035, 0.035]",0,0,0,0,0,18,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5821643286573144,130.84499370027333,130.84499370027333,130.84499370027333,130.84499370027333,131.05149890016764,131.20150060020387,134.6212780997157,134.6212780997157,['s'],[0.4708126001060009],0,,,,,,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BM-248-128-N.jpg,"[0.035, 0.035]",0,0,0,0,0,19,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9669338677354706,134.6212780997157,134.6212780997157,134.6212780997157,134.6212780997157,134.8346258001402,134.9843169003725,138.59931490011513,138.59931490011513,['k'],[0.41989480052143335],0,,,,,,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
a_halfV_trialTable_practice.csv,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.59931490011513,138.59931490011513,138.59931490011513,k,6.467064700089395,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AM-223-138-N.jpg,"[0.035, 0.035]",1,0,1,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.10220380034298,145.10220380034298,145.10220380034298,k,1.006722499616444,146.13923230022192,3.517034068136273,148.36127409990877,148.36127409990877,148.36127409990877,148.36127409990877,148.56657200027257,148.71621720027179,152.06028770003468,152.06028770003468,['s'],[0.5124334003776312],0,,,,,,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WM-244-003-N.jpg,"[0.035, 0.035]",1,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.906813627254509,152.06028770003468,152.06028770003468,152.06028770003468,152.06028770003468,152.26615030039102,152.41569789964706,156.1446420000866,156.1446420000866,['s'],[0.4962791996076703],0,,,,,,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LM-235-231-N.jpg,"[0.035, 0.035]",1,0,1,0,0,2,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.973947895791583,156.1446420000866,156.1446420000866,156.1446420000866,156.1446420000866,156.34911150019616,156.49881920032203,160.29094239976257,160.29094239976257,['s'],[0.4486800003796816],0,,,,,,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WM-024-015-N.jpg,"[0.035, 0.035]",1,0,1,0,0,3,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.532064128256513,160.29094239976257,160.29094239976257,160.29094239976257,160.29094239976257,160.49865330010653,160.64833530038595,163.99010240007192,163.99010240007192,['s'],[0.40313110034912825],0,,,,,,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-206-143-N.jpg,"[0.035, 0.035]",1,0,1,0,0,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.567134268537074,163.99010240007192,163.99010240007192,163.99010240007192,163.99010240007192,164.19817120023072,164.3479436999187,167.7413998004049,167.7413998004049,['k'],[0.5666520996019244],0,,,,,,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IF-644-306-1-N.jpg,"[0.035, 0.035]",1,0,1,0,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.979959919839679,167.7413998004049,167.7413998004049,167.7413998004049,167.7413998004049,167.94752580020577,168.097291899845,171.8960932996124,171.8960932996124,['k'],[0.5287119001150131],0,,,,,,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-MM-308-001-N.jpg,"[0.035, 0.035]",1,0,1,0,0,6,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.859719438877755,171.8960932996124,171.8960932996124,171.8960932996124,171.8960932996124,172.09755859989673,172.2472454002127,175.95540210045874,175.95540210045874,['k'],[0.4362739007920027],0,,,,,,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IF-710-016-N.jpg,"[0.035, 0.035]",1,0,1,0,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5070140280561124,175.95540210045874,175.95540210045874,175.95540210045874,175.95540210045874,176.16388959996402,176.3135639000684,179.6251959996298,179.6251959996298,['s'],[0.5426493994891644],0,,,,,,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-048-002-N.jpg,"[0.035, 0.035]",1,0,1,0,0,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.661322645290581,179.6251959996298,179.6251959996298,179.6251959996298,179.6251959996298,179.83005150035024,179.97957099974155,183.47144170012325,183.47144170012325,['k'],[0.5254223002120852],0,,,,,,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WM-250-157-N.jpg,"[0.035, 0.035]",1,0,1,0,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.975951903807615,183.47144170012325,183.47144170012325,183.47144170012325,183.47144170012325,183.6797711001709,183.82940969988704,187.62639589980245,187.62639589980245,['s'],[0.5315258000046015],0,,,,,,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-MF-330-001-N.jpg,"[0.035, 0.035]",1,0,1,0,0,10,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5470941883767537,187.62639589980245,187.62639589980245,187.62639589980245,187.62639589980245,187.82944309990853,187.9790960000828,191.3432481996715,191.3432481996715,['s'],[0.5265971003100276],0,,,,,,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BM-214-075-N.jpg,"[0.035, 0.035]",1,0,1,0,0,11,11,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.842685370741483,191.3432481996715,191.3432481996715,191.3432481996715,191.3432481996715,191.54555920045823,191.69538209959865,195.35341569967568,195.35341569967568,['s'],[0.5952732004225254],0,,,,,,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AM-230-150-N.jpg,"[0.035, 0.035]",1,0,1,0,0,12,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7044088176352705,195.35341569967568,195.35341569967568,195.35341569967568,195.35341569967568,195.56164649967104,195.7116291001439,199.2249181997031,199.2249181997031,['k'],[0.44612549990415573],0,,,,,,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LM-211-128-N.jpg,"[0.035, 0.035]",1,0,1,0,0,13,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69438877755511,199.2249181997031,199.2249181997031,199.2249181997031,199.2249181997031,199.42832740023732,199.5779215004295,203.08466400019825,203.08466400019825,['k'],[0.40425239969044924],0,,,,,,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BM-017-021-N.jpg,"[0.035, 0.035]",1,0,1,0,0,14,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8376753507014025,203.08466400019825,203.08466400019825,203.08466400019825,203.08466400019825,203.2945178002119,203.4442068003118,207.08599929977208,207.08599929977208,['k'],[0.4241274995729327],0,,,,,,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BM-248-128-N.jpg,"[0.035, 0.035]",1,0,1,0,0,15,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5741482965931866,207.08599929977208,207.08599929977208,207.08599929977208,207.08599929977208,207.29389490000904,207.44359780009836,210.82559799961746,210.82559799961746,['k'],[0.4061805997043848],0,,,,,,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-029-031-N.jpg,"[0.035, 0.035]",1,0,1,0,0,16,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5721442885771544,210.82559799961746,210.82559799961746,210.82559799961746,210.82559799961746,211.02687629964203,211.17676149960607,214.57905230019242,214.57905230019242,['k'],[0.5242281006649137],0,,,,,,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IM-617-174-N.jpg,"[0.035, 0.035]",1,0,1,0,0,17,17,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7024048096192383,214.57905230019242,214.57905230019242,214.57905230019242,214.57905230019242,214.7932516001165,214.94304119981825,218.46857620030642,218.46857620030642,['k'],[0.431759100407362],0,,,,,,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AM-236-090-N.jpg,"[0.035, 0.035]",1,0,1,0,0,18,18,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.943887775551102,218.46857620030642,218.46857620030642,218.46857620030642,218.46857620030642,218.67626859992743,218.8258196003735,222.58247730042785,222.58247730042785,['s'],[0.5085840998217463],0,,,,,,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LF-238-154-N.jpg,"[0.035, 0.035]",1,0,1,0,0,19,19,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.996993987975952,222.58247730042785,222.58247730042785,222.58247730042785,222.58247730042785,222.79269990045577,222.94233120046556,226.59052960015833,226.59052960015833,['s'],[0.5188419995829463],0,,,,,,,2022-11-09_14h08.55.818,mini_mfe_online,2022.2.4,60.0198306471476,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.59052960015833,226.59052960015833,226.59052960015833,,,,,,,,
